numero,nome,url,tipos,altura_cm,peso_kg,proximas_evolucoes,habilidades
33,Nidorino,https://pokemondb.net/pokedex/nidorino,Poison,0.9 m (2′11″),19.5 kg (43.0 lbs),"[{'numero': 34, 'nome': 'Nidoking', 'url': 'https://pokemondb.net/pokedex/nidoking'}]","[{'nome': 'Poison Point', 'desc': 'Poisons foe on contact.', 'efeito': 'Contact with the Pokémon may poison the attacker.', 'url': 'https://pokemondb.net/ability/poison-point'}, {'nome': 'Rivalry', 'desc': 'Raises Attack if the foe is of the same gender.', 'efeito': 'Deals more damage to a Pokémon of same gender.', 'url': 'https://pokemondb.net/ability/rivalry'}, {'nome': 'Hustle', 'desc': 'Trades accuracy for power.', 'efeito': ""Hustle increases the ability-bearer's Attack by 50%, however, it also reduces the Accuracy of all Physical moves by 20%."", 'url': 'https://pokemondb.net/ability/hustle'}]"
34,Nidoking,https://pokemondb.net/pokedex/nidoking,"Poison, Ground",1.4 m (4′07″),62.0 kg (136.7 lbs),[],"[{'nome': 'Poison Point', 'desc': 'Poisons foe on contact.', 'efeito': 'Contact with the Pokémon may poison the attacker.', 'url': 'https://pokemondb.net/ability/poison-point'}, {'nome': 'Rivalry', 'desc': 'Raises Attack if the foe is of the same gender.', 'efeito': 'Deals more damage to a Pokémon of same gender.', 'url': 'https://pokemondb.net/ability/rivalry'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}]"
35,Clefairy,https://pokemondb.net/pokedex/clefairy,Fairy,0.6 m (2′00″),7.5 kg (16.5 lbs),"[{'numero': 36, 'nome': 'Clefable', 'url': 'https://pokemondb.net/pokedex/clefable'}]","[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Magic Guard', 'desc': 'The Pokémon only takes damage from attacks.', 'efeito': 'Magic Guard protects the Pokémon from indirect damage, including:', 'url': 'https://pokemondb.net/ability/magic-guard'}, {'nome': 'Friend Guard', 'desc': 'Reduces damage done to allies.', 'efeito': 'Reduces damage done to allies.', 'url': 'https://pokemondb.net/ability/friend-guard'}]"
36,Clefable,https://pokemondb.net/pokedex/clefable,Fairy,1.3 m (4′03″),40.0 kg (88.2 lbs),[],"[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Magic Guard', 'desc': 'The Pokémon only takes damage from attacks.', 'efeito': 'Magic Guard protects the Pokémon from indirect damage, including:', 'url': 'https://pokemondb.net/ability/magic-guard'}, {'nome': 'Unaware', 'desc': 'Ignores any change in ability by the foe.', 'efeito': 'Ignores any stat changes in the Pokémon.', 'url': 'https://pokemondb.net/ability/unaware'}]"
37,Vulpix,https://pokemondb.net/pokedex/vulpix,Fire,0.6 m (2′00″),9.9 kg (21.8 lbs),"[{'numero': 38, 'nome': 'Ninetales', 'url': 'https://pokemondb.net/pokedex/ninetales'}, {'numero': 38, 'nome': 'Ninetales', 'url': 'https://pokemondb.net/pokedex/ninetales'}]","[{'nome': 'Flash Fire', 'desc': 'Powers up if hit by fire.', 'efeito': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle."", 'url': 'https://pokemondb.net/ability/flash-fire'}, {'nome': 'Drought', 'desc': 'Summons sunlight in battle.', 'efeito': 'Drought creates harsh sunlight when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/drought'}, {'nome': 'Snow Cloak', 'desc': 'Raises evasion in a hailstorm.', 'efeito': ""Snow Cloak raises ability-bearer's evasion by 20% in a hail storm. It also gives immunity to damage by hail (if they are not already protected by being Ice type)."", 'url': 'https://pokemondb.net/ability/snow-cloak'}, {'nome': 'Snow Warning', 'desc': 'The Pokémon summons a hailstorm in battle.', 'efeito': 'Snow Warning creates a hailstorm when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/snow-warning'}]"
38,Ninetales,https://pokemondb.net/pokedex/ninetales,Fire,1.1 m (3′07″),19.9 kg (43.9 lbs),"[{'numero': 37, 'nome': 'Vulpix', 'url': 'https://pokemondb.net/pokedex/vulpix'}]","[{'nome': 'Flash Fire', 'desc': 'Powers up if hit by fire.', 'efeito': ""When a Pokémon with Flash Fire is hit by a Fire-type move, it does not deal damage but instead raises the power of the bearer's Fire-type moves by 50%. Subsequent hits do not raise the power even more, but the effect remains while the ability-bearer is in battle."", 'url': 'https://pokemondb.net/ability/flash-fire'}, {'nome': 'Drought', 'desc': 'Summons sunlight in battle.', 'efeito': 'Drought creates harsh sunlight when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/drought'}, {'nome': 'Snow Cloak', 'desc': 'Raises evasion in a hailstorm.', 'efeito': ""Snow Cloak raises ability-bearer's evasion by 20% in a hail storm. It also gives immunity to damage by hail (if they are not already protected by being Ice type)."", 'url': 'https://pokemondb.net/ability/snow-cloak'}, {'nome': 'Snow Warning', 'desc': 'The Pokémon summons a hailstorm in battle.', 'efeito': 'Snow Warning creates a hailstorm when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/snow-warning'}]"
39,Jigglypuff,https://pokemondb.net/pokedex/jigglypuff,"Normal, Fairy",0.5 m (1′08″),5.5 kg (12.1 lbs),"[{'numero': 40, 'nome': 'Wigglytuff', 'url': 'https://pokemondb.net/pokedex/wigglytuff'}]","[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Competitive', 'desc': 'Boosts the Sp. Atk stat when a stat is lowered.', 'efeito': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/competitive'}, {'nome': 'Friend Guard', 'desc': 'Reduces damage done to allies.', 'efeito': 'Reduces damage done to allies.', 'url': 'https://pokemondb.net/ability/friend-guard'}]"
40,Wigglytuff,https://pokemondb.net/pokedex/wigglytuff,"Normal, Fairy",1.0 m (3′03″),12.0 kg (26.5 lbs),[],"[{'nome': 'Cute Charm', 'desc': 'Infatuates on contact.', 'efeito': 'If a Pokémon with Cute Charm is hit by a move that makes contact, there is a 30% chance the attacker will become infatuated. It will not infatuate Pokémon of the same gender, genderless Pokémon, nor those with the ability Oblivious.', 'url': 'https://pokemondb.net/ability/cute-charm'}, {'nome': 'Competitive', 'desc': 'Boosts the Sp. Atk stat when a stat is lowered.', 'efeito': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/competitive'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}]"
41,Zubat,https://pokemondb.net/pokedex/zubat,"Poison, Flying",0.8 m (2′07″),7.5 kg (16.5 lbs),"[{'numero': 42, 'nome': 'Golbat', 'url': 'https://pokemondb.net/pokedex/golbat'}, {'numero': 169, 'nome': 'Crobat', 'url': 'https://pokemondb.net/pokedex/crobat'}]","[{'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}]"
42,Golbat,https://pokemondb.net/pokedex/golbat,"Poison, Flying",1.6 m (5′03″),55.0 kg (121.3 lbs),"[{'numero': 169, 'nome': 'Crobat', 'url': 'https://pokemondb.net/pokedex/crobat'}]","[{'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}]"
43,Oddish,https://pokemondb.net/pokedex/oddish,"Grass, Poison",0.5 m (1′08″),5.4 kg (11.9 lbs),"[{'numero': 44, 'nome': 'Gloom', 'url': 'https://pokemondb.net/pokedex/gloom'}, {'numero': 45, 'nome': 'Vileplume', 'url': 'https://pokemondb.net/pokedex/vileplume'}, {'numero': 182, 'nome': 'Bellossom', 'url': 'https://pokemondb.net/pokedex/bellossom'}]","[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Run Away', 'desc': 'Makes escaping easier.', 'efeito': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind, or has an ability such as Arena Trap.', 'url': 'https://pokemondb.net/ability/run-away'}]"
44,Gloom,https://pokemondb.net/pokedex/gloom,"Grass, Poison",0.8 m (2′07″),8.6 kg (19.0 lbs),"[{'numero': 45, 'nome': 'Vileplume', 'url': 'https://pokemondb.net/pokedex/vileplume'}, {'numero': 182, 'nome': 'Bellossom', 'url': 'https://pokemondb.net/pokedex/bellossom'}]","[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Stench', 'desc': 'Helps repel wild POKéMON.', 'efeito': 'A Pokémon with Stench has a 10% chance of causing the opponent to flinch when hit by a damaging move (provided the ability-bearer strikes first as usual).', 'url': 'https://pokemondb.net/ability/stench'}]"
45,Vileplume,https://pokemondb.net/pokedex/vileplume,"Grass, Poison",1.2 m (3′11″),18.6 kg (41.0 lbs),"[{'numero': 182, 'nome': 'Bellossom', 'url': 'https://pokemondb.net/pokedex/bellossom'}]","[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Effect Spore', 'desc': 'Leaves spores on contact.', 'efeito': 'Contact may poison or cause paralysis or sleep.', 'url': 'https://pokemondb.net/ability/effect-spore'}]"
46,Paras,https://pokemondb.net/pokedex/paras,"Bug, Grass",0.3 m (1′00″),5.4 kg (11.9 lbs),"[{'numero': 47, 'nome': 'Parasect', 'url': 'https://pokemondb.net/pokedex/parasect'}]","[{'nome': 'Effect Spore', 'desc': 'Leaves spores on contact.', 'efeito': 'Contact may poison or cause paralysis or sleep.', 'url': 'https://pokemondb.net/ability/effect-spore'}, {'nome': 'Dry Skin', 'desc': 'Reduces HP if it is hot. Water restores HP.', 'efeito': 'Dry Skin causes several effects:', 'url': 'https://pokemondb.net/ability/dry-skin'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]"
47,Parasect,https://pokemondb.net/pokedex/parasect,"Bug, Grass",1.0 m (3′03″),29.5 kg (65.0 lbs),[],"[{'nome': 'Effect Spore', 'desc': 'Leaves spores on contact.', 'efeito': 'Contact may poison or cause paralysis or sleep.', 'url': 'https://pokemondb.net/ability/effect-spore'}, {'nome': 'Dry Skin', 'desc': 'Reduces HP if it is hot. Water restores HP.', 'efeito': 'Dry Skin causes several effects:', 'url': 'https://pokemondb.net/ability/dry-skin'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]"
48,Venonat,https://pokemondb.net/pokedex/venonat,"Bug, Poison",1.0 m (3′03″),30.0 kg (66.1 lbs),"[{'numero': 49, 'nome': 'Venomoth', 'url': 'https://pokemondb.net/pokedex/venomoth'}]","[{'nome': 'Compound Eyes', 'desc': 'Raises accuracy.', 'efeito': ""Compound Eyes raises the ability-bearer's accuracy by 30%."", 'url': 'https://pokemondb.net/ability/compound-eyes'}, {'nome': 'Tinted Lens', 'desc': 'Powers up “not very effective” moves.', 'efeito': 'Powers up “not very effective” moves.', 'url': 'https://pokemondb.net/ability/tinted-lens'}, {'nome': 'Run Away', 'desc': 'Makes escaping easier.', 'efeito': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind, or has an ability such as Arena Trap.', 'url': 'https://pokemondb.net/ability/run-away'}]"
49,Venomoth,https://pokemondb.net/pokedex/venomoth,"Bug, Poison",1.5 m (4′11″),12.5 kg (27.6 lbs),[],"[{'nome': 'Shield Dust', 'desc': 'Prevents added effects.', 'efeito': 'Blocks the added effects of attacks taken.', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'nome': 'Tinted Lens', 'desc': 'Powers up “not very effective” moves.', 'efeito': 'Powers up “not very effective” moves.', 'url': 'https://pokemondb.net/ability/tinted-lens'}, {'nome': 'Wonder Skin', 'desc': 'Makes status-changing moves more likely to miss.', 'efeito': 'Wonder Skin halves the accuracy of all status moves targeted at the ability-bearer.', 'url': 'https://pokemondb.net/ability/wonder-skin'}]"
50,Diglett,https://pokemondb.net/pokedex/diglett,Ground,0.2 m (0′08″),0.8 kg (1.8 lbs),"[{'numero': 51, 'nome': 'Dugtrio', 'url': 'https://pokemondb.net/pokedex/dugtrio'}, {'numero': 51, 'nome': 'Dugtrio', 'url': 'https://pokemondb.net/pokedex/dugtrio'}]","[{'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}, {'nome': 'Arena Trap', 'desc': 'Prevents fleeing.', 'efeito': 'Arena Trap prevents opponents from fleeing or switching out. Raised Pokémon are not affected.', 'url': 'https://pokemondb.net/ability/arena-trap'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}, {'nome': 'Tangling Hair', 'desc': 'Contact with the Pokémon lowers the attacker’s Speed stat.', 'efeito': ""Contact with the Pokémon lowers the attacker's Speed stat."", 'url': 'https://pokemondb.net/ability/tangling-hair'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}]"
51,Dugtrio,https://pokemondb.net/pokedex/dugtrio,Ground,0.7 m (2′04″),33.3 kg (73.4 lbs),"[{'numero': 50, 'nome': 'Diglett', 'url': 'https://pokemondb.net/pokedex/diglett'}]","[{'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}, {'nome': 'Arena Trap', 'desc': 'Prevents fleeing.', 'efeito': 'Arena Trap prevents opponents from fleeing or switching out. Raised Pokémon are not affected.', 'url': 'https://pokemondb.net/ability/arena-trap'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}, {'nome': 'Tangling Hair', 'desc': 'Contact with the Pokémon lowers the attacker’s Speed stat.', 'efeito': ""Contact with the Pokémon lowers the attacker's Speed stat."", 'url': 'https://pokemondb.net/ability/tangling-hair'}, {'nome': 'Sand Force', 'desc': 'Boosts certain moves’ power in a sandstorm.', 'efeito': 'Sand Force raises the power of Ground, Rock and Steel type moves by 30% during a sandstorm.', 'url': 'https://pokemondb.net/ability/sand-force'}]"
