altura_cm,habilidades,nome,numero,peso_kg,proximas_evolucoes,tipos,url
0.5 m (1′08″),"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}]",Quaxly,912,6.1 kg (13.4 lbs),"[{'numero': 913, 'nome': 'Quaxwell', 'url': 'https://pokemondb.net/pokedex/quaxwell'}, {'numero': 914, 'nome': 'Quaquaval', 'url': 'https://pokemondb.net/pokedex/quaquaval'}]",Water,https://pokemondb.net/pokedex/quaxly
0.6 m (2′00″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Prankster', 'desc': 'Gives priority to a status move.', 'efeito': 'Prankster increases the priority of status moves by +1.', 'url': 'https://pokemondb.net/ability/prankster'}, {'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Competitive', 'desc': 'Boosts the Sp. Atk stat when a stat is lowered.', 'efeito': ""Competitive raises the ability-bearer's Special Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/competitive'}]",Meowstic,678,8.5 kg (18.7 lbs),,Psychic,https://pokemondb.net/pokedex/meowstic
1.4 m (4′07″),"[{'nome': 'Toxic Chain', 'desc': None, 'efeito': 'Toxic Chain may cause bad poisoning when the Pokémon hits an opponent with a move.', 'url': 'https://pokemondb.net/ability/toxic-chain'}, {'nome': 'Technician', 'desc': 'Powers up the Pokémon’s weaker moves.', 'efeito': 'Technician increases the power of moves - that are usually base power 60 or below - by 50%.', 'url': 'https://pokemondb.net/ability/technician'}]",Fezandipiti,1016,30.1 kg (66.4 lbs),,"Poison, Fairy",https://pokemondb.net/pokedex/fezandipiti
1.8 m (5′11″),"[{'nome': 'Toxic Chain', 'desc': None, 'efeito': 'Toxic Chain may cause bad poisoning when the Pokémon hits an opponent with a move.', 'url': 'https://pokemondb.net/ability/toxic-chain'}, {'nome': 'Guard Dog', 'desc': 'Boosts the Pokémon’s Attack stat if intimidated. Moves and items that would force the Pokémon to switch out also fail to work.', 'efeito': 'Boosts Attack if intimidated, and prevents being forced to switch out.', 'url': 'https://pokemondb.net/ability/guard-dog'}]",Okidogi,1014,92.0 kg (202.8 lbs),,"Poison, Fighting",https://pokemondb.net/pokedex/okidogi
1.2 m (3′11″),"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}]",Quaxwell,913,21.5 kg (47.4 lbs),"[{'numero': 914, 'nome': 'Quaquaval', 'url': 'https://pokemondb.net/pokedex/quaquaval'}]",Water,https://pokemondb.net/pokedex/quaxwell
1.0 m (3′03″),"[{'nome': 'Toxic Chain', 'desc': None, 'efeito': 'Toxic Chain may cause bad poisoning when the Pokémon hits an opponent with a move.', 'url': 'https://pokemondb.net/ability/toxic-chain'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}]",Munkidori,1015,12.2 kg (26.9 lbs),,"Poison, Psychic",https://pokemondb.net/pokedex/munkidori
0.4 m (1′04″),"[{'nome': 'Purifying Salt', 'desc': 'The Pokémon’s pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.', 'efeito': 'Protects from status conditions and halves damage from Ghost-type moves.', 'url': 'https://pokemondb.net/ability/purifying-salt'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}]",Nacli,932,16.0 kg (35.3 lbs),"[{'numero': 933, 'nome': 'Naclstack', 'url': 'https://pokemondb.net/pokedex/naclstack'}, {'numero': 934, 'nome': 'Garganacl', 'url': 'https://pokemondb.net/pokedex/garganacl'}]",Rock,https://pokemondb.net/pokedex/nacli
1.5 m (4′11″),"[{'nome': 'Quark Drive', 'desc': 'Boosts the Pokémon’s most proficient stat on Electric Terrain or if the Pokémon is holding Booster Energy.', 'efeito': 'Raises highest stat on Electric Terrain, or if holding Booster Energy.', 'url': 'https://pokemondb.net/ability/quark-drive'}]",Iron Leaves,1010,125.0 kg (275.6 lbs),,"Grass, Psychic",https://pokemondb.net/pokedex/iron-leaves
0.6 m (2′00″),"[{'nome': 'Purifying Salt', 'desc': 'The Pokémon’s pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.', 'efeito': 'Protects from status conditions and halves damage from Ghost-type moves.', 'url': 'https://pokemondb.net/ability/purifying-salt'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}]",Naclstack,933,105.0 kg (231.5 lbs),"[{'numero': 934, 'nome': 'Garganacl', 'url': 'https://pokemondb.net/pokedex/garganacl'}]",Rock,https://pokemondb.net/pokedex/naclstack
2.5 m (8′02″),"[{'nome': 'Orichalcum Pulse', 'desc': 'Turns the sunlight harsh when the Pokémon enters a battle. The ancient pulse thrumming through the Pokémon also boosts its Attack stat in harsh sunlight.', 'efeito': 'Turns the sunlight harsh when entering battle, and boosts Attack while active.', 'url': 'https://pokemondb.net/ability/orichalcum-pulse'}]",Koraidon,1007,303.0 kg (668.0 lbs),,"Fighting, Dragon",https://pokemondb.net/pokedex/koraidon
3.5 m (11′06″),"[{'nome': 'Hadron Engine', 'desc': 'Turns the ground into Electric Terrain when the Pokémon enters a battle. The futuristic engine within the Pokémon also boosts its Sp. Atk stat on Electric Terrain.', 'efeito': 'Creates an Electric Terrain when entering battle, and boosts Special Attack while active.', 'url': 'https://pokemondb.net/ability/hadron-engine'}]",Miraidon,1008,240.0 kg (529.1 lbs),,"Electric, Dragon",https://pokemondb.net/pokedex/miraidon
2.0 m (6′07″),"[{'nome': 'Protosynthesis', 'desc': 'Boosts the Pokémon’s most proficient stat in harsh sunlight or if the Pokémon is holding Booster Energy.', 'efeito': 'Raises highest stat in harsh sunlight, or if holding Booster Energy.', 'url': 'https://pokemondb.net/ability/protosynthesis'}]",Roaring Moon,1005,380.0 kg (837.8 lbs),,"Dragon, Dark",https://pokemondb.net/pokedex/roaring-moon
1.4 m (4′07″),"[{'nome': 'Quark Drive', 'desc': 'Boosts the Pokémon’s most proficient stat on Electric Terrain or if the Pokémon is holding Booster Energy.', 'efeito': 'Raises highest stat on Electric Terrain, or if holding Booster Energy.', 'url': 'https://pokemondb.net/ability/quark-drive'}]",Iron Valiant,1006,35.0 kg (77.2 lbs),,"Fairy, Fighting",https://pokemondb.net/pokedex/iron-valiant
2.0 m (6′07″),"[{'nome': 'Stamina', 'desc': 'Boosts the Defense stat when hit by an attack.', 'efeito': ""Stamina raises the bearer's Defense by one stage when it is attacked by any move."", 'url': 'https://pokemondb.net/ability/stamina'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Stalwart', 'desc': 'Ignores the effects of opposing Pokémon’s Abilities and moves that draw in moves.', 'efeito': 'Ignores moves and abilities that draw in moves.', 'url': 'https://pokemondb.net/ability/stalwart'}]",Archaludon,1018,60.0 kg (132.3 lbs),,"Steel, Dragon",https://pokemondb.net/pokedex/archaludon
1.2 m (3′11″),"[{'nome': 'Good as Gold', 'desc': 'A body of pure, solid gold gives the Pokémon full immunity to other Pokémon’s status moves.', 'efeito': 'Gives immunity to status moves.', 'url': 'https://pokemondb.net/ability/good-as-gold'}]",Gholdengo,1000,30.0 kg (66.1 lbs),,"Steel, Ghost",https://pokemondb.net/pokedex/gholdengo
1.8 m (5′11″),"[{'nome': 'Supersweet Syrup', 'desc': None, 'efeito': 'A sickly sweet scent spreads across the field the first time the Pokémon enters a battle, lowering the evasiveness of opposing Pokémon.', 'url': 'https://pokemondb.net/ability/supersweet-syrup'}, {'nome': 'Regenerator', 'desc': 'Restores a little HP when withdrawn from battle.', 'efeito': 'A Pokémon with Regenerator restores 1⁄3 of its maximum HP when switching out.', 'url': 'https://pokemondb.net/ability/regenerator'}, {'nome': 'Sticky Hold', 'desc': 'Prevents item theft.', 'efeito': 'Sticky Hold prevents held items from being taken or switched.', 'url': 'https://pokemondb.net/ability/sticky-hold'}]",Hydrapple,1019,93.0 kg (205.0 lbs),,"Grass, Dragon",https://pokemondb.net/pokedex/hydrapple
0.2 m (0′08″),"[{'nome': 'Tera Shift', 'desc': None, 'efeito': 'When the Pokémon enters a battle, it absorbs the energy around itself and transforms into its Terastal Form.', 'url': 'https://pokemondb.net/ability/tera-shift'}, {'nome': 'Tera Shell', 'desc': None, 'efeito': 'The Pokémon’s shell contains the powers of each type. All damage-dealing moves that hit the Pokémon when its HP is full will not be very effective.', 'url': 'https://pokemondb.net/ability/tera-shell'}, {'nome': 'Teraform Zero', 'desc': None, 'efeito': 'When Terapagos changes into its Stellar Form, it uses its hidden powers to eliminate all effects of weather and terrain, reducing them to zero.', 'url': 'https://pokemondb.net/ability/teraform-zero'}]",Terapagos,1024,6.5 kg (14.3 lbs),,Normal,https://pokemondb.net/pokedex/terapagos
2.7 m (8′10″),"[{'nome': 'Vessel of Ruin', 'desc': 'The power of the Pokémon’s ruinous vessel lowers the Sp. Atk stats of all Pokémon except itself.', 'efeito': 'Lowers Special Attack of all Pokémon except itself.', 'url': 'https://pokemondb.net/ability/vessel-of-ruin'}]",Ting-Lu,1003,699.7 kg (1542.6 lbs),,"Dark, Ground",https://pokemondb.net/pokedex/ting-lu
0.4 m (1′04″),"[{'nome': 'Beads of Ruin', 'desc': 'The power of the Pokémon’s ruinous beads lowers the Sp. Def stats of all Pokémon except itself.', 'efeito': 'Lowers Special Defense of all Pokémon except itself.', 'url': 'https://pokemondb.net/ability/beads-of-ruin'}]",Chi-Yu,1004,4.9 kg (10.8 lbs),,"Dark, Fire",https://pokemondb.net/pokedex/chi-yu
1.5 m (4′11″),"[{'nome': 'Tablets of Ruin', 'desc': 'The power of the Pokémon’s ruinous wooden tablets lowers the Attack stats of all Pokémon except itself.', 'efeito': 'Lowers Attack of all Pokémon except itself.', 'url': 'https://pokemondb.net/ability/tablets-of-ruin'}]",Wo-Chien,1001,74.2 kg (163.6 lbs),,"Dark, Grass",https://pokemondb.net/pokedex/wo-chien
1.9 m (6′03″),"[{'nome': 'Sword of Ruin', 'desc': 'The power of the Pokémon’s ruinous sword lowers the Defense stats of all Pokémon except itself.', 'efeito': 'Lowers Defense of all Pokémon except itself.', 'url': 'https://pokemondb.net/ability/sword-of-ruin'}]",Chien-Pao,1002,152.2 kg (335.5 lbs),,"Dark, Ice",https://pokemondb.net/pokedex/chien-pao
0.1 m (0′04″),"[{'nome': 'Hospitality', 'desc': None, 'efeito': ""When the Pokémon enters a battle, it showers its ally with hospitality, restoring a small amount of the ally's HP."", 'url': 'https://pokemondb.net/ability/hospitality'}, {'nome': 'Heatproof', 'desc': 'Weakens the power of Fire-type moves.', 'efeito': ""Heatproof reduces the damage taken from Fire-type moves by 50%. It also halves the damage from a burn, from 1⁄8 to 1⁄16 of the Pokémon's maximum HP."", 'url': 'https://pokemondb.net/ability/heatproof'}]",Poltchageist,1012,1.1 kg (2.4 lbs),"[{'numero': 1013, 'nome': 'Sinistcha', 'url': 'https://pokemondb.net/pokedex/sinistcha'}]","Grass, Ghost",https://pokemondb.net/pokedex/poltchageist
3.5 m (11′06″),"[{'nome': 'Protosynthesis', 'desc': 'Boosts the Pokémon’s most proficient stat in harsh sunlight or if the Pokémon is holding Booster Energy.', 'efeito': 'Raises highest stat in harsh sunlight, or if holding Booster Energy.', 'url': 'https://pokemondb.net/ability/protosynthesis'}]",Walking Wake,1009,280.0 kg (617.3 lbs),,"Water, Dragon",https://pokemondb.net/pokedex/walking-wake
0.8 m (2′07″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Sand Rush', 'desc': 'Boosts the Pokémon’s Speed in a sandstorm.', 'efeito': ""Sand Rush doubles the ability-bearer's Speed during a sandstorm."", 'url': 'https://pokemondb.net/ability/sand-rush'}, {'nome': 'Steadfast', 'desc': 'Raises Speed each time the Pokémon flinches.', 'efeito': 'Raises Speed each time the Pokémon flinches.', 'url': 'https://pokemondb.net/ability/steadfast'}, {'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Vital Spirit', 'desc': 'Prevents sleep.', 'efeito': 'Vital Spirit prevents the ability-bearer from falling asleep. This means that it also prevents the use of the move Rest.', 'url': 'https://pokemondb.net/ability/vital-spirit'}, {'nome': 'No Guard', 'desc': 'Ensures the Pokémon and its foe’s attacks land.', 'efeito': 'No Guard ensures that all attacks used by, and targeted at, the ability-bearer hit without fail.', 'url': 'https://pokemondb.net/ability/no-guard'}, {'nome': 'Tough Claws', 'desc': 'Powers up moves that make direct contact.', 'efeito': 'Tough Claws increases the power of moves that make contact.', 'url': 'https://pokemondb.net/ability/tough-claws'}]",Lycanroc,745,25.0 kg (55.1 lbs),"[{'numero': 744, 'nome': 'Rockruff', 'url': 'https://pokemondb.net/pokedex/rockruff'}]",Rock,https://pokemondb.net/pokedex/lycanroc
0.4 m (1′04″),"[{'nome': 'Supersweet Syrup', 'desc': None, 'efeito': 'A sickly sweet scent spreads across the field the first time the Pokémon enters a battle, lowering the evasiveness of opposing Pokémon.', 'url': 'https://pokemondb.net/ability/supersweet-syrup'}, {'nome': 'Gluttony', 'desc': 'Encourages the early use of a held Berry.', 'efeito': 'A Pokémon with Gluttony will use a pinch berry when its HP drops to 50%, rather than the usual 25%.', 'url': 'https://pokemondb.net/ability/gluttony'}, {'nome': 'Sticky Hold', 'desc': 'Prevents item theft.', 'efeito': 'Sticky Hold prevents held items from being taken or switched.', 'url': 'https://pokemondb.net/ability/sticky-hold'}]",Dipplin,1011,4.4 kg (9.7 lbs),"[{'numero': 1019, 'nome': 'Hydrapple', 'url': 'https://pokemondb.net/pokedex/hydrapple'}]","Grass, Dragon",https://pokemondb.net/pokedex/dipplin
